Name,Age_Group,Gender,Geography,Education,Occupation,Caste,Voted_Party
Sanjay Ansari,30-39,Male,Rural,10th Pass,Farmer,Muslim,MGB
Mukesh Ansari,30-39,Male,Rural,Upto 9th,Farmer,Muslim,MGB
Ranjeet Kumar,20-29,Male,Urban,Graduate,Others,Yadav,MGB
Rajeev Ali,30-39,Male,Rural,Post-Graduate,Farmer,General,JSP
Fatima Mishra,30-39,Female,Rural,Not Gone to School,Housewife,Yadav,MGB
Abdul Manjhi,20-29,Male,Rural,10th Pass,Housewife,Yadav,MGB
Amit Paswan,40-49,Male,Rural,Post-Graduate,Unemployed,EBC,NDA
Sanjay Paswan,30-39,Male,Rural,10th Pass,Farmer,Muslim,NDA
Deepak Ansari,20-29,Male,Rural,Not Gone to School,Housewife,Yadav,MGB
Mohammad Ansari,20-29,Male,Rural,Not Gone to School,Pvt. Service,EBC,NDA
Rajeev Sharma,40-49,Male,Rural,Upto 9th,Housewife,Muslim,MGB
Abdul Yadav,70 & Above,Male,Rural,Post-Graduate,Labour,Muslim,MGB
Vikash Yadav,40-49,Male,Rural,Upto 9th,Unemployed,General,NDA
Fatima Ali,30-39,Female,Rural,Not Gone to School,Labour,SC,NDA
Mohammad Ali,30-39,Male,Rural,10th Pass,Labour,OBC,NDA
Rekha Mishra,60-69,Female,Rural,Upto 9th,Pvt. Service,General,Others
Abdul Kumar,60-69,Male,Rural,Not Gone to School,Labour,Muslim,MGB
Abdul Ansari,30-39,Male,Rural,10th Pass,Pvt. Service,SC,Others
Amit Choudhary,60-69,Male,Rural,10th Pass,Housewife,General,NDA
Rahul Mishra,40-49,Male,Rural,Graduate,Housewife,SC,MGB
Rekha Mishra,20-29,Female,Urban,Not Gone to School,Self Occupation & Small Shop,Yadav,MGB
Aisha Ali,20-29,Female,Urban,Not Gone to School,Skilled Professional,General,Others
Neha Sharma,30-39,Female,Urban,Upto 9th,Labour,EBC,NDA
Rahul Manjhi,50-59,Male,Rural,12th Pass,Labour,Muslim,MGB
Kavita Singh,30-39,Female,Rural,10th Pass,Unemployed,SC,MGB
Sunita Yadav,40-49,Female,Rural,12th Pass,Housewife,SC,Others
Abdul Yadav,20-29,Male,Rural,12th Pass,Labour,Muslim,MGB
Ranjeet Kumar,50-59,Male,Rural,Not Gone to School,Farmer,Muslim,MGB
Mohammad Sharma,50-59,Male,Rural,Graduate,Skilled Professional,OBC,NDA
Mukesh Ansari,30-39,Male,Rural,10th Pass,Others,Yadav,MGB
Pooja Ansari,40-49,Female,Rural,12th Pass,Labour,General,MGB
Vikash Sharma,20-29,Male,Rural,Upto 9th,Housewife,Muslim,Others
Amit Manjhi,40-49,Male,Rural,Not Gone to School,Labour,OBC,JSP
Ranjeet Choudhary,70 & Above,Male,Rural,Upto 9th,Housewife,SC,Others
Priyanka Yadav,40-49,Female,Rural,Upto 9th,Housewife,Muslim,MGB
Mukesh Choudhary,40-49,Male,Rural,10th Pass,Self Occupation & Small Shop,Yadav,NDA
Aisha Ansari,40-49,Female,Rural,Upto 9th,Pvt. Service,OBC,NDA
Sunita Ansari,20-29,Female,Rural,10th Pass,Pvt. Service,EBC,Others
Priyanka Khatoon,30-39,Female,Rural,10th Pass,Labour,Muslim,MGB
Anita Ansari,60-69,Female,Rural,10th Pass,Student,EBC,MGB
Sunita Choudhary,20-29,Female,Rural,Upto 9th,Unemployed,OBC,NDA
Anita Mishra,20-29,Female,Rural,12th Pass,Housewife,SC,Others
Mukesh Manjhi,20-29,Male,Rural,Not Gone to School,Housewife,EBC,NDA
Mukesh Ali,60-69,Male,Rural,12th Pass,Housewife,Muslim,MGB
Manju Yadav,30-39,Female,Rural,10th Pass,Housewife,General,NDA
Mukesh Kumar,20-29,Male,Rural,Not Gone to School,Skilled Professional,SC,MGB
Rahul Sharma,50-59,Male,Rural,Not Gone to School,Farmer,General,NDA
Pooja Choudhary,30-39,Female,Rural,Not Gone to School,Others,General,MGB
Neha Ansari,50-59,Female,Rural,10th Pass,Student,SC,MGB
Vikash Sharma,30-39,Male,Rural,Graduate,Pvt. Service,General,NDA
Mukesh Singh,40-49,Male,Rural,Not Gone to School,Skilled Professional,EBC,NDA
Mohammad Kumar,30-39,Male,Rural,10th Pass,Skilled Professional,General,NDA
Vikash Manjhi,20-29,Male,Rural,10th Pass,Housewife,Muslim,MGB
Rajeev Khatoon,20-29,Male,Rural,Upto 9th,Housewife,OBC,Others
Anita Khatoon,70 & Above,Female,Rural,Graduate,Housewife,General,JSP
Priyanka Ansari,40-49,Female,Urban,10th Pass,Student,EBC,Others
Mukesh Kumar,40-49,Male,Rural,Upto 9th,Housewife,General,Others
Vikash Mishra,50-59,Male,Rural,Upto 9th,Others,OBC,NDA
Aisha Manjhi,40-49,Female,Rural,10th Pass,Student,EBC,NDA
Pooja Paswan,20-29,Female,Rural,Not Gone to School,Farmer,General,MGB
Sanjay Paswan,60-69,Male,Rural,Post-Graduate,Housewife,Muslim,Others
Manju Choudhary,40-49,Female,Rural,Graduate,Labour,EBC,Others
Manju Sharma,40-49,Female,Rural,12th Pass,Labour,Yadav,NDA
Abdul Sharma,70 & Above,Male,Rural,Post-Graduate,Pvt. Service,Yadav,MGB
Mohammad Choudhary,18-19,Male,Rural,10th Pass,Housewife,EBC,Others
Anita Choudhary,30-39,Female,Rural,10th Pass,Housewife,EBC,MGB
Fatima Ali,30-39,Female,Rural,Professional Education,Self Occupation & Small Shop,Muslim,Others
Kavita Kumar,50-59,Female,Rural,Upto 9th,Housewife,General,NDA
Ranjeet Choudhary,20-29,Male,Rural,Upto 9th,Skilled Professional,Muslim,MGB
Mohammad Manjhi,20-29,Male,Rural,Graduate,Housewife,OBC,NDA
Rekha Kumar,40-49,Female,Rural,10th Pass,Farmer,General,NDA
Rahul Kumar,18-19,Male,Rural,Graduate,Farmer,OBC,NDA
Neha Kumar,30-39,Female,Rural,Upto 9th,Unemployed,General,NDA
Vikash Ansari,20-29,Male,Rural,Graduate,Labour,EBC,MGB
Priyanka Kumar,50-59,Female,Rural,Not Gone to School,Housewife,SC,MGB
Amit Ali,20-29,Male,Rural,10th Pass,Farmer,General,Others
Sunita Paswan,50-59,Female,Rural,12th Pass,Housewife,SC,MGB
Amit Singh,60-69,Male,Rural,Professional Education,Student,Muslim,MGB
Sunita Yadav,40-49,Female,Rural,Not Gone to School,Unemployed,SC,NDA
Vikash Kumar,50-59,Male,Rural,Not Gone to School,Labour,EBC,MGB
Mohammad Kumar,70 & Above,Male,Rural,Upto 9th,Farmer,General,NDA
Anita Choudhary,50-59,Female,Rural,Graduate,Farmer,EBC,NDA
Manju Sharma,30-39,Female,Rural,12th Pass,Housewife,EBC,MGB
Rekha Ansari,20-29,Female,Rural,Graduate,Unemployed,EBC,NDA
Mukesh Yadav,20-29,Male,Rural,10th Pass,Unemployed,Muslim,MGB
Mohammad Kumar,40-49,Male,Rural,Not Gone to School,Student,Yadav,NDA
Rahul Khatoon,50-59,Male,Urban,Not Gone to School,Labour,Yadav,MGB
Sunita Yadav,30-39,Female,Rural,Graduate,Farmer,EBC,NDA
Anita Choudhary,50-59,Female,Rural,Graduate,Labour,EBC,Others
Abdul Mishra,40-49,Male,Rural,Not Gone to School,Housewife,SC,NDA
Mukesh Choudhary,20-29,Male,Rural,Upto 9th,Housewife,General,NDA
Vikash Manjhi,50-59,Male,Rural,Graduate,Govt. Service,Yadav,MGB
Anita Singh,40-49,Female,Rural,Upto 9th,Pvt. Service,Yadav,MGB
Priyanka Yadav,40-49,Female,Rural,Not Gone to School,Skilled Professional,SC,NDA
Ranjeet Mishra,30-39,Male,Rural,Upto 9th,Pvt. Service,Muslim,MGB
Deepak Kumar,50-59,Male,Rural,10th Pass,Student,General,MGB
Amit Khatoon,20-29,Male,Rural,Graduate,Self Occupation & Small Shop,Yadav,MGB
Ranjeet Ali,30-39,Male,Rural,Not Gone to School,Pvt. Service,OBC,NDA
Ranjeet Kumar,20-29,Male,Rural,Graduate,Labour,EBC,MGB
Rekha Ansari,60-69,Female,Rural,12th Pass,Self Occupation & Small Shop,OBC,NDA
Priyanka Paswan,20-29,Female,Rural,12th Pass,Farmer,EBC,NDA
Rajeev Singh,30-39,Male,Rural,10th Pass,Skilled Professional,SC,NDA
Vikash Paswan,30-39,Male,Rural,Graduate,Student,Yadav,MGB
Ranjeet Paswan,70 & Above,Male,Rural,Not Gone to School,Housewife,Yadav,MGB
Mukesh Kumar,20-29,Male,Rural,Upto 9th,Self Occupation & Small Shop,General,NDA
Priyanka Ali,30-39,Female,Rural,Not Gone to School,Labour,OBC,NDA
Fatima Ali,50-59,Female,Rural,Graduate,Housewife,EBC,NDA
Sunita Mishra,20-29,Female,Rural,10th Pass,Pvt. Service,SC,NDA
Priyanka Kumar,30-39,Female,Rural,Not Gone to School,Housewife,SC,NDA
Sunita Ansari,40-49,Female,Rural,Professional Education,Self Occupation & Small Shop,SC,MGB
Priyanka Sharma,60-69,Female,Rural,Professional Education,Labour,General,NDA
Neha Choudhary,50-59,Female,Urban,10th Pass,Farmer,SC,MGB
Rekha Choudhary,30-39,Female,Rural,Upto 9th,Skilled Professional,General,Others
Vikash Ansari,50-59,Male,Rural,Graduate,Labour,General,NDA
Sanjay Paswan,60-69,Male,Rural,Not Gone to School,Housewife,OBC,NDA
Mukesh Sharma,30-39,Male,Rural,12th Pass,Farmer,OBC,NDA
Fatima Khatoon,60-69,Female,Urban,Upto 9th,Others,EBC,MGB
Abdul Yadav,40-49,Male,Rural,Not Gone to School,Housewife,EBC,Others
Anita Ansari,50-59,Female,Rural,12th Pass,Others,General,NDA
Amit Paswan,60-69,Male,Rural,12th Pass,Labour,OBC,Others
Priyanka Ansari,30-39,Female,Rural,12th Pass,Skilled Professional,OBC,Others
Vikash Ansari,20-29,Male,Rural,Not Gone to School,Others,Yadav,MGB
Aisha Khatoon,20-29,Female,Rural,Not Gone to School,Skilled Professional,General,NDA
Kavita Choudhary,40-49,Female,Rural,Graduate,Housewife,OBC,NDA
Sanjay Sharma,20-29,Male,Rural,Not Gone to School,Labour,SC,MGB
Amit Manjhi,50-59,Male,Rural,Not Gone to School,Housewife,SC,Others
Priyanka Singh,30-39,Female,Rural,Graduate,Others,Muslim,MGB
Ranjeet Yadav,30-39,Male,Rural,Graduate,Labour,EBC,NDA
Manju Sharma,40-49,Female,Rural,10th Pass,Housewife,General,NDA
Deepak Yadav,60-69,Male,Rural,Upto 9th,Housewife,EBC,NDA
Rekha Paswan,30-39,Female,Rural,12th Pass,Farmer,Yadav,MGB
Rekha Khatoon,20-29,Female,Rural,Not Gone to School,Labour,OBC,MGB
Abdul Yadav,40-49,Male,Rural,Not Gone to School,Pvt. Service,Muslim,MGB
Amit Ansari,70 & Above,Male,Rural,Graduate,Labour,Muslim,MGB
Sunita Manjhi,30-39,Female,Rural,Upto 9th,Housewife,General,NDA
Rekha Sharma,40-49,Female,Rural,Graduate,Unemployed,Yadav,MGB
Abdul Yadav,30-39,Male,Rural,Not Gone to School,Farmer,SC,Others
Abdul Ali,20-29,Male,Rural,Not Gone to School,Labour,SC,NDA
Sanjay Manjhi,30-39,Male,Rural,Not Gone to School,Others,Yadav,MGB
Amit Singh,30-39,Male,Rural,Upto 9th,Skilled Professional,EBC,MGB
Deepak Paswan,60-69,Male,Rural,10th Pass,Housewife,Yadav,MGB
Deepak Manjhi,40-49,Male,Rural,Graduate,Others,General,NDA
Neha Paswan,20-29,Female,Rural,Graduate,Farmer,ST,MGB
Deepak Yadav,40-49,Male,Rural,Not Gone to School,Housewife,Yadav,MGB
Neha Ansari,20-29,Female,Rural,12th Pass,Labour,SC,NDA
Rekha Ali,20-29,Female,Rural,10th Pass,Housewife,EBC,NDA
Rajeev Paswan,30-39,Male,Rural,10th Pass,Housewife,Muslim,MGB
Sunita Kumar,30-39,Female,Rural,Upto 9th,Farmer,SC,Others
Mukesh Singh,20-29,Male,Rural,Graduate,Labour,Yadav,MGB
Anita Yadav,40-49,Female,Rural,12th Pass,Labour,SC,Others
Manju Ansari,40-49,Female,Rural,10th Pass,Farmer,EBC,Others
Rajeev Ali,50-59,Male,Rural,12th Pass,Unemployed,EBC,Others
Amit Sharma,50-59,Male,Rural,Post-Graduate,Skilled Professional,Yadav,MGB
Vikash Paswan,40-49,Male,Rural,Upto 9th,Labour,SC,NDA
Aisha Mishra,50-59,Female,Rural,12th Pass,Govt. Service,OBC,JSP
Rajeev Ansari,30-39,Male,Rural,10th Pass,Others,General,NDA
Neha Ali,50-59,Female,Rural,Graduate,Pvt. Service,Yadav,MGB
Mukesh Mishra,50-59,Male,Rural,Upto 9th,Pvt. Service,Yadav,NDA
Deepak Sharma,30-39,Male,Urban,Upto 9th,Housewife,OBC,JSP
Abdul Sharma,20-29,Male,Rural,Upto 9th,Skilled Professional,SC,Others
Ranjeet Paswan,40-49,Male,Rural,Not Gone to School,Farmer,General,NDA
Vikash Mishra,30-39,Male,Rural,Not Gone to School,Unemployed,EBC,MGB
Kavita Singh,30-39,Female,Rural,10th Pass,Housewife,General,Others
Kavita Choudhary,20-29,Female,Rural,Graduate,Farmer,OBC,NDA
Kavita Khatoon,20-29,Female,Rural,Graduate,Farmer,Muslim,MGB
Manju Paswan,20-29,Female,Rural,Not Gone to School,Housewife,Yadav,MGB
Mohammad Paswan,40-49,Male,Rural,Professional Education,Housewife,General,NDA
Anita Singh,30-39,Female,Rural,Upto 9th,Skilled Professional,Yadav,MGB
Vikash Khatoon,20-29,Male,Rural,Upto 9th,Student,EBC,MGB
Vikash Ansari,40-49,Male,Rural,10th Pass,Others,EBC,NDA
Rahul Ansari,30-39,Male,Rural,10th Pass,Unemployed,EBC,NDA
Amit Ali,30-39,Male,Rural,Not Gone to School,Skilled Professional,General,NDA
Rahul Yadav,30-39,Male,Rural,Graduate,Unemployed,OBC,NDA
Abdul Paswan,30-39,Male,Rural,Not Gone to School,Housewife,EBC,NDA
Priyanka Manjhi,40-49,Female,Rural,Not Gone to School,Farmer,Muslim,MGB
Rahul Ansari,50-59,Male,Rural,Graduate,Housewife,EBC,NDA
Mukesh Kumar,30-39,Male,Rural,Graduate,Others,Yadav,NDA
Abdul Mishra,50-59,Male,Rural,Graduate,Others,General,NDA
Aisha Singh,30-39,Female,Rural,Not Gone to School,Pvt. Service,General,NDA
Rajeev Ansari,20-29,Male,Rural,Not Gone to School,Farmer,Muslim,MGB
Ranjeet Choudhary,60-69,Male,Rural,10th Pass,Labour,EBC,MGB
Pooja Choudhary,30-39,Female,Rural,Upto 9th,Farmer,EBC,NDA
Priyanka Ansari,40-49,Female,Rural,10th Pass,Others,EBC,NDA
Fatima Singh,50-59,Female,Urban,12th Pass,Housewife,EBC,NDA
Neha Paswan,70 & Above,Female,Rural,Graduate,Skilled Professional,OBC,Others
Abdul Choudhary,30-39,Male,Rural,Upto 9th,Farmer,EBC,MGB
Sanjay Mishra,30-39,Male,Rural,Upto 9th,Others,General,JSP
Rajeev Choudhary,40-49,Male,Rural,Upto 9th,Labour,Yadav,MGB
Manju Ansari,20-29,Female,Rural,Not Gone to School,Self Occupation & Small Shop,OBC,NDA
Pooja Khatoon,20-29,Female,Rural,10th Pass,Labour,OBC,NDA
Aisha Yadav,40-49,Female,Urban,Not Gone to School,Farmer,OBC,NDA
Amit Singh,50-59,Male,Rural,Not Gone to School,Pvt. Service,Muslim,MGB
Manju Choudhary,20-29,Female,Rural,Not Gone to School,Labour,EBC,NDA
Pooja Khatoon,40-49,Female,Rural,12th Pass,Others,General,NDA
Sanjay Choudhary,40-49,Male,Rural,10th Pass,Skilled Professional,Muslim,Others
Kavita Mishra,60-69,Female,Rural,Not Gone to School,Skilled Professional,OBC,NDA
Pooja Manjhi,30-39,Female,Rural,Not Gone to School,Labour,OBC,NDA
Deepak Manjhi,40-49,Male,Rural,Not Gone to School,Pvt. Service,Muslim,JSP
Ranjeet Paswan,20-29,Male,Rural,Not Gone to School,Farmer,OBC,JSP
Deepak Sharma,30-39,Male,Rural,Graduate,Housewife,Yadav,MGB
Abdul Khatoon,20-29,Male,Rural,12th Pass,Labour,EBC,NDA
Priyanka Manjhi,40-49,Female,Urban,Graduate,Housewife,SC,NDA
Rekha Mishra,20-29,Female,Rural,10th Pass,Pvt. Service,Muslim,MGB
Sunita Yadav,70 & Above,Female,Rural,Upto 9th,Labour,General,MGB
Anita Manjhi,20-29,Female,Rural,Upto 9th,Student,Yadav,MGB
Aisha Manjhi,50-59,Female,Rural,Upto 9th,Housewife,Muslim,MGB
Sunita Paswan,20-29,Female,Rural,Not Gone to School,Self Occupation & Small Shop,Yadav,MGB
Rajeev Mishra,20-29,Male,Rural,Upto 9th,Labour,EBC,JSP
Mohammad Sharma,30-39,Male,Rural,Upto 9th,Student,SC,NDA
Pooja Khatoon,20-29,Female,Urban,Professional Education,Pvt. Service,Muslim,MGB
Ranjeet Singh,20-29,Male,Rural,Not Gone to School,Skilled Professional,EBC,NDA
Manju Choudhary,30-39,Female,Rural,12th Pass,Farmer,General,NDA
Ranjeet Kumar,20-29,Male,Rural,10th Pass,Others,General,MGB
Aisha Choudhary,70 & Above,Female,Rural,Upto 9th,Labour,EBC,NDA
Mohammad Mishra,60-69,Male,Rural,Upto 9th,Farmer,SC,MGB
Manju Paswan,40-49,Female,Rural,Graduate,Housewife,EBC,NDA
Pooja Paswan,20-29,Female,Urban,Graduate,Labour,EBC,NDA
Mohammad Mishra,50-59,Male,Urban,Not Gone to School,Unemployed,SC,MGB
Rajeev Paswan,40-49,Male,Rural,Not Gone to School,Self Occupation & Small Shop,EBC,MGB
Rahul Manjhi,40-49,Male,Rural,Upto 9th,Skilled Professional,Yadav,MGB
Fatima Paswan,40-49,Female,Rural,12th Pass,Skilled Professional,General,NDA
Neha Singh,20-29,Female,Rural,10th Pass,Labour,OBC,NDA
Rahul Kumar,20-29,Male,Rural,Professional Education,Pvt. Service,EBC,NDA
Deepak Singh,30-39,Male,Rural,10th Pass,Unemployed,EBC,Others
Priyanka Choudhary,60-69,Female,Rural,Graduate,Skilled Professional,General,Others
Fatima Paswan,40-49,Female,Rural,Upto 9th,Labour,OBC,Others
Deepak Ali,50-59,Male,Rural,12th Pass,Labour,EBC,NDA
Manju Ali,40-49,Female,Rural,Graduate,Farmer,OBC,MGB
Priyanka Ali,30-39,Female,Rural,Upto 9th,Pvt. Service,Muslim,MGB
Amit Paswan,30-39,Male,Rural,10th Pass,Skilled Professional,SC,NDA
Manju Singh,30-39,Female,Rural,Graduate,Housewife,General,NDA
Kavita Choudhary,30-39,Female,Rural,Upto 9th,Pvt. Service,Muslim,MGB
Ranjeet Yadav,50-59,Male,Rural,Graduate,Others,EBC,MGB
Kavita Kumar,20-29,Female,Urban,Not Gone to School,Skilled Professional,General,Others
Mukesh Mishra,70 & Above,Male,Rural,Upto 9th,Pvt. Service,OBC,NDA
Anita Ansari,40-49,Female,Rural,10th Pass,Others,General,NDA
Aisha Yadav,60-69,Female,Rural,10th Pass,Housewife,Yadav,MGB
Priyanka Kumar,30-39,Female,Rural,Graduate,Farmer,Muslim,MGB
Sanjay Sharma,40-49,Male,Rural,Not Gone to School,Farmer,EBC,NDA
Anita Choudhary,20-29,Female,Rural,Upto 9th,Self Occupation & Small Shop,SC,MGB
Vikash Kumar,30-39,Male,Rural,Upto 9th,Farmer,Muslim,MGB
Vikash Kumar,40-49,Male,Rural,12th Pass,Farmer,Yadav,MGB
Ranjeet Manjhi,40-49,Male,Rural,10th Pass,Unemployed,EBC,MGB
Abdul Khatoon,20-29,Male,Rural,Not Gone to School,Labour,General,NDA
Neha Mishra,30-39,Female,Rural,Not Gone to School,Pvt. Service,EBC,NDA
Aisha Ali,40-49,Female,Urban,Upto 9th,Labour,Muslim,MGB
Pooja Ali,70 & Above,Female,Rural,Upto 9th,Unemployed,OBC,NDA
Sunita Khatoon,40-49,Female,Rural,Graduate,Student,General,JSP
Priyanka Mishra,50-59,Female,Rural,Not Gone to School,Housewife,OBC,Others
Ranjeet Khatoon,30-39,Male,Rural,Upto 9th,Student,EBC,NDA
Ranjeet Sharma,30-39,Male,Rural,Not Gone to School,Pvt. Service,OBC,NDA
Sunita Choudhary,30-39,Female,Rural,Not Gone to School,Others,OBC,NDA
Fatima Yadav,60-69,Female,Rural,Upto 9th,Others,SC,NDA
Kavita Sharma,40-49,Female,Rural,Not Gone to School,Housewife,Muslim,MGB
Kavita Choudhary,60-69,Female,Rural,Upto 9th,Skilled Professional,General,NDA
Deepak Ali,60-69,Male,Rural,Upto 9th,Housewife,OBC,NDA
Abdul Paswan,20-29,Male,Rural,Upto 9th,Farmer,EBC,Others
Fatima Mishra,30-39,Female,Rural,Graduate,Student,SC,MGB
Amit Kumar,30-39,Male,Rural,10th Pass,Farmer,Yadav,MGB
Rahul Ali,30-39,Male,Urban,12th Pass,Skilled Professional,EBC,MGB
Rajeev Sharma,20-29,Male,Rural,12th Pass,Farmer,SC,NDA
Fatima Khatoon,30-39,Female,Rural,Graduate,Unemployed,EBC,NDA
Neha Ansari,30-39,Female,Rural,Not Gone to School,Others,SC,MGB
Vikash Ali,50-59,Male,Rural,Not Gone to School,Farmer,OBC,NDA
Anita Yadav,30-39,Female,Rural,12th Pass,Housewife,General,JSP
Fatima Kumar,40-49,Female,Rural,Graduate,Farmer,Muslim,MGB
Rajeev Ali,60-69,Male,Rural,Upto 9th,Labour,Yadav,MGB
Aisha Mishra,30-39,Female,Rural,12th Pass,Farmer,Muslim,MGB
Rekha Choudhary,20-29,Female,Rural,10th Pass,Unemployed,Yadav,MGB
Sunita Ali,30-39,Female,Rural,Graduate,Farmer,EBC,NDA
Abdul Ali,50-59,Male,Rural,Not Gone to School,Labour,EBC,NDA
Aisha Sharma,50-59,Female,Rural,Upto 9th,Labour,General,NDA
Sunita Ali,30-39,Female,Rural,12th Pass,Farmer,General,NDA
Amit Ansari,50-59,Male,Rural,10th Pass,Housewife,EBC,NDA
Manju Ali,20-29,Female,Rural,10th Pass,Pvt. Service,SC,JSP
Neha Mishra,40-49,Female,Rural,Not Gone to School,Labour,Yadav,MGB
Mukesh Sharma,30-39,Male,Rural,12th Pass,Unemployed,Muslim,MGB
Rajeev Ansari,60-69,Male,Rural,Professional Education,Skilled Professional,Muslim,MGB
Anita Choudhary,60-69,Female,Rural,10th Pass,Housewife,OBC,NDA
Fatima Ali,40-49,Female,Rural,Graduate,Farmer,OBC,NDA
Fatima Choudhary,30-39,Female,Rural,10th Pass,Farmer,General,MGB
Rekha Ansari,18-19,Female,Rural,Upto 9th,Others,General,NDA
Manju Ansari,40-49,Female,Rural,12th Pass,Student,EBC,NDA
Amit Khatoon,20-29,Male,Rural,Not Gone to School,Farmer,EBC,NDA
Anita Yadav,60-69,Female,Rural,Not Gone to School,Student,SC,NDA
Mohammad Ali,40-49,Male,Rural,Graduate,Student,EBC,NDA
Mohammad Mishra,30-39,Male,Urban,Upto 9th,Labour,General,MGB
Aisha Ali,50-59,Female,Rural,10th Pass,Labour,SC,NDA
Rahul Ali,20-29,Male,Rural,12th Pass,Pvt. Service,EBC,NDA
Rekha Ansari,20-29,Female,Rural,Post-Graduate,Others,Muslim,MGB
Neha Kumar,40-49,Female,Rural,10th Pass,Housewife,SC,NDA
Priyanka Paswan,30-39,Female,Rural,10th Pass,Farmer,Muslim,MGB
Neha Choudhary,50-59,Female,Rural,Graduate,Housewife,General,NDA
Pooja Kumar,70 & Above,Female,Rural,Not Gone to School,Farmer,OBC,NDA
Abdul Mishra,50-59,Male,Rural,Upto 9th,Farmer,OBC,NDA
Anita Manjhi,50-59,Female,Rural,Not Gone to School,Housewife,Muslim,MGB
Neha Khatoon,20-29,Female,Rural,Upto 9th,Housewife,OBC,NDA
Rajeev Manjhi,30-39,Male,Rural,Not Gone to School,Labour,Muslim,JSP
Mukesh Sharma,20-29,Male,Rural,Post-Graduate,Unemployed,Yadav,MGB
Pooja Manjhi,20-29,Female,Rural,Upto 9th,Labour,SC,Others
Ranjeet Sharma,50-59,Male,Rural,10th Pass,Housewife,General,NDA
Rajeev Choudhary,20-29,Male,Rural,Not Gone to School,Labour,SC,MGB
Deepak Sharma,40-49,Male,Rural,Not Gone to School,Unemployed,OBC,NDA
Sunita Yadav,60-69,Female,Rural,Post-Graduate,Skilled Professional,Muslim,MGB
Sanjay Sharma,40-49,Male,Rural,10th Pass,Labour,General,NDA
Kavita Sharma,40-49,Female,Rural,10th Pass,Student,EBC,JSP
Kavita Paswan,20-29,Female,Rural,Not Gone to School,Govt. Service,SC,Others
Abdul Mishra,20-29,Male,Rural,10th Pass,Housewife,OBC,JSP
Pooja Yadav,40-49,Female,Rural,Graduate,Housewife,General,JSP
Rajeev Choudhary,40-49,Male,Rural,Upto 9th,Housewife,SC,MGB
Aisha Sharma,30-39,Female,Rural,Post-Graduate,Others,Muslim,Others
Rekha Ali,30-39,Female,Rural,Not Gone to School,Housewife,General,NDA
Abdul Manjhi,40-49,Male,Rural,Graduate,Govt. Service,EBC,NDA
Priyanka Sharma,40-49,Female,Rural,Upto 9th,Labour,EBC,NDA
Rajeev Mishra,30-39,Male,Rural,10th Pass,Labour,Yadav,MGB
Aisha Sharma,50-59,Female,Rural,Not Gone to School,Govt. Service,OBC,NDA
Rajeev Yadav,30-39,Male,Rural,12th Pass,Farmer,SC,NDA
Pooja Singh,20-29,Female,Rural,Upto 9th,Housewife,EBC,MGB
Vikash Khatoon,30-39,Male,Rural,Upto 9th,Others,OBC,NDA
Amit Khatoon,50-59,Male,Rural,Upto 9th,Farmer,SC,NDA
Aisha Kumar,20-29,Female,Rural,Upto 9th,Housewife,Yadav,MGB
Deepak Choudhary,60-69,Male,Rural,10th Pass,Student,Yadav,MGB
Fatima Ali,20-29,Female,Rural,Not Gone to School,Housewife,OBC,NDA
Rahul Singh,50-59,Male,Rural,Not Gone to School,Student,SC,MGB
Anita Khatoon,20-29,Female,Rural,10th Pass,Farmer,SC,Others
Abdul Paswan,20-29,Male,Rural,Post-Graduate,Labour,OBC,NDA
Sunita Mishra,20-29,Female,Rural,Upto 9th,Others,General,NDA
Neha Sharma,50-59,Female,Rural,Not Gone to School,Farmer,OBC,NDA
Anita Singh,20-29,Female,Rural,Not Gone to School,Others,SC,MGB
Deepak Kumar,40-49,Male,Rural,10th Pass,Housewife,SC,MGB
Vikash Singh,70 & Above,Male,Rural,Not Gone to School,Housewife,Yadav,MGB
Abdul Mishra,30-39,Male,Rural,Not Gone to School,Housewife,General,NDA
Neha Khatoon,20-29,Female,Rural,12th Pass,Student,General,NDA
Mukesh Manjhi,40-49,Male,Rural,Upto 9th,Labour,EBC,Others
Neha Sharma,30-39,Female,Rural,12th Pass,Labour,General,JSP
Sanjay Choudhary,40-49,Male,Rural,Not Gone to School,Labour,General,NDA
Mukesh Choudhary,50-59,Male,Rural,Professional Education,Labour,EBC,Others
Sanjay Yadav,70 & Above,Male,Rural,10th Pass,Farmer,Yadav,MGB
Priyanka Yadav,40-49,Female,Rural,10th Pass,Skilled Professional,Yadav,MGB
Manju Singh,20-29,Female,Rural,Graduate,Labour,EBC,NDA
Rekha Yadav,20-29,Female,Urban,10th Pass,Housewife,ST,NDA
Rekha Kumar,40-49,Female,Rural,Not Gone to School,Labour,EBC,MGB
Fatima Singh,40-49,Female,Rural,Not Gone to School,Pvt. Service,EBC,Others
Deepak Ansari,20-29,Male,Rural,12th Pass,Student,SC,JSP
Fatima Mishra,60-69,Female,Rural,Not Gone to School,Housewife,Yadav,MGB
Neha Yadav,50-59,Female,Rural,Post-Graduate,Housewife,Muslim,MGB
Manju Sharma,30-39,Female,Urban,Graduate,Farmer,EBC,NDA
Abdul Singh,30-39,Male,Rural,Graduate,Housewife,General,NDA
Rajeev Manjhi,40-49,Male,Rural,Not Gone to School,Farmer,Muslim,MGB
